Name,Price,Rating,Details,Image,Link
"Amazon Essentials Girls and Toddlers' Knit Sleeveless Tank Play Dress, Pack of 2",$13.93 - $19.00,4.7,"Fabric type
100% Cotton
Care instructions
Machine Wash Warm, Tumble Dry Low
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71qOaeEFBiS._AC_SX342_.jpg,https://www.amazon.com/Amazon-Essentials-Girls-2-Pack-Dress/dp/B07HS75RW9/ref=sr_1_28
The Children's Place Girls' Short Sleeve Casual Everyday Dresses,$19.99,4.5,"Fabric type
60% Cotton, 40% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71PTEdGh4xL._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Everday-Dresses-Seagrove/dp/B0DJ9Z3Y56/ref=sr_1_29
The Children's Place Girls' Long Sleeve Dressy Dresses,$13.77 - $19.05,4.7,"Fabric type
54% Cotton, 46% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/812Nu0Uv45L._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Sleeve-Fashion-Butterfly/dp/B0BMDD7TNH/ref=sr_1_30
blibean Tween Girls 2025 Summer Dresses Kids Polka Dot Dress Size 6-15 Years,$26.08,4.6,"Fabric type
Chiffon
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71hqn6ZBMKL._AC_SY445_.jpg,https://www.amazon.com/blibean-Chiffon-Dresses-Homecoming-Vestidos/dp/B0DKXKH9J8/ref=sr_1_31
"Calvin Klein Girls' Sleeveless Party Dress, Fit and Flare Silhouette, Round Neckline & Back Zip Closure",$17.65 - $48.00,4.6,"Fabric type
94% Polyester, 6% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Zipper",https://m.media-amazon.com/images/I/71CvNrJE28L._AC_SX342_.jpg,https://www.amazon.com/Calvin-Klein-Sleeveless-Silhouette-Neckline/dp/B097CMMDBK/ref=sr_1_32
Sinhoon Toddler Girl Tulle Dress Summer Ruffle Sleeveless Baby Girl Fashion Casual Dresses 1-6Y,$11.00 - $19.99,4.5,"Fabric type
65% Polyester, 35% Cotton
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/71BR+SAIzvL._AC_SX385_.jpg,https://www.amazon.com/Toddler-Summer-Sleeveless-Fashion-Dresses/dp/B0CSDHQ59W/ref=sr_1_33
PATPAT Toddler Girl Floral Skater Multipack Dresses 3-Pack Polka Dots Short Sleeve Priness A-line Dress,$24.97,4.7,"Fabric type
Solid: Polyester 62% Cotton 33% Spandex 5%; Colorful: Polyester 95% Spandex 5%
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71prXbPhbPL._AC_SY445_.jpg,https://www.amazon.com/PatPat-Toddler-Multipack-Dresses-Priness/dp/B08X65BB2T/ref=sr_1_34
Newffr Girl's Halter Neck Sleeveless Summer Dress Tie Waist A-line Sundress Mini Swing Pleated Dress for Girls 4-12,$30.67 - $33.99,4.4,"Fabric type
100% Polyester
Care instructions
Machine Wash, Hand Wash Only
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61y6NLXb9UL._AC_SX342_.jpg,https://www.amazon.com/Newffr-Halter-Sleeveless-Sundress-Pleated/dp/B0C4GHHFD9/ref=sr_1_35
GRACE KARIN Girls Summer Floral Dress Sleeveless Double Layer Hem Sundress Holiday Casual Dress 6-12Y,$28.99,4.7,"Fabric type
95% Polyester, 5% Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71th0T+0jaL._AC_SX342_.jpg,https://www.amazon.com/GRACE-KARIN-Sundress-Sleeveless-Holiday/dp/B0DRZX5DLN/ref=sr_1_36
French Connection Girls All Over Print Soft Casual Dress - Flutter Sleeve Ruffle Floral Print Summer Sundress for Kids,$9.09 - $19.99,4.4,"Fabric type
100% Rayon
Care instructions
Machine Wash
Origin
Made in USA or Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81eivaupxnL._AC_SX385_.jpg,https://www.amazon.com/French-Connection-Girls-Print-Casual/dp/B0DQ5JFC3L/ref=sr_1_37
Tween Girls Dresses Halter Tie Back Tiered Ruffle A-Line Flowy Dress Summer Sleeveless Sundress Size 5-14 Years,$23.99,4.8,"Fabric type
98% Polyester, 2% Viscose
Care instructions
Machine Wash
Origin
Imported
Closure type
Tie",https://m.media-amazon.com/images/I/61yzusuMwOL._AC_SX342_.jpg,https://www.amazon.com/Dresses-Backless-Chiffon-Elegant-Birthday/dp/B0DY76RSY4/ref=sr_1_38
Haloumoning Girls Ruffle Sleeve Dresses Kids Summer Crewneck A Line Casual Dress 5-14 Years,$22.99,4.5,"Fabric type
61%Polyester, 33%Cotton, 6%Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61G51U2MrML._AC_SY445_.jpg,https://www.amazon.com/Haloumoning-Ruffle-Sleeve-Dresses-Crewneck/dp/B0DNPY2SFV/ref=sr_1_39
