Name,Price,Rating,Details,Image,Link
Nautica Youth Girls Slip-On Athletic Sneakers - Stylish Running and Tennis Shoes for Little and Big Kids,$27.98 - $35.00,4.5,"Sole material
Rubber
Outer material
Fabric
Closure type
Pull-On
Water resistance level
Waterproof",https://m.media-amazon.com/images/I/61eWYtcHHmL._AC_SX395_.jpg,https://www.amazon.com/Nautica-Athletic-Fashion-Sneaker-Running/dp/B099BLBRQJ/ref=sr_1_54
Under Armour Unisex-Child Pre School Surge 4 Alternate Closure Running Shoe,$39.99 - $50.00,4.7,"Origin
Made in the USA or Imported
Sole material
Rubber
Outer material
Ethylene Vinyl Acetate
Closure type
Hook & Loop",https://m.media-amazon.com/images/I/61NaYvZv50L._AC_SY500_.jpg,https://www.amazon.com/Under-Armour-Alternate-Closure-Iridescent/dp/B0D1JB5JNY/ref=sr_1_55
Nike Boy's Training Shoe,$59.99 - $70.00,4.5,"Outer material
Rubber
Closure type
Lace-Up",https://m.media-amazon.com/images/I/51UKMUROHHL._AC_SY395_.jpg,https://www.amazon.com/Nike-Borough-Recraft-Footwear-Numeric/dp/B0C862DTG5/ref=sr_1_56
Skechers Girl's Wave 92 Sneaker,$28.69 - $33.75,4.7,"Fabric type
100% Synthetic
Origin
Imported
Sole material
Ethylene Vinyl Acetate
Outer material
Polyurethane (PU)",https://m.media-amazon.com/images/I/71N7AqS95zL._AC_SY395_.jpg,https://www.amazon.com/Skechers-Girls-Sneaker-Silver-Little/dp/B0CNY5HJ1K/ref=sr_1_61
Rezume Sneaker,$13.77 - $49.95,4.5,"Sole material
Rubber
Outer material
Polyurethane (PU)
Closure type
Lace-Up
Water resistance level
Not Water Resistant",https://m.media-amazon.com/images/I/71XU35KOuUL._AC_SY395_.jpg,https://www.amazon.com/Steve-Madden-JREZUME-Sneaker-Little/dp/B08CRMC867/ref=sr_1_62
Under Armour Unisex-Child Pre School Lockdown 7 Sneaker,$19.99,4.8,"Origin
Imported
Sole material
Rubber
Outer material
Polyester
Closure type
Lace-Up",https://m.media-amazon.com/images/I/51ivvX8wyKL._AC_SY395_.jpg,https://www.amazon.com/Under-Armour-Unisex-Lockdown-Metallic/dp/B0CJSRL5Y6/ref=sr_1_63
Skechers Unisex-Child Coastline Sneaker,$29.87 - $39.71,4.8,"Origin
Imported
Sole material
Polyurethane
Outer material
Mesh
Closure type
Hook & Loop",https://m.media-amazon.com/images/I/71RNpjM3RYL._AC_SX395_.jpg,https://www.amazon.com/Skechers-Coastline-Sneaker-Lavender-Little/dp/B0BSML1YBZ/ref=sr_1_64
Skechers Girl's Microspec Max Plus Sneaker,$22.37 - $40.07,4.4,"Origin
Imported
Sole material
Ethylene Vinyl Acetate
Outer material
Mesh
Closure type
Hook & Loop",https://m.media-amazon.com/images/I/61Z7Btb6XjL._AC_SX395_.jpg,https://www.amazon.com/Skechers-Girls-Microspec-Sneaker-Little/dp/B0CC3PSX1T/ref=sr_1_65
"Nautica Girls' Sneakers - Lace-Up Tennis Shoes, Casual & Comfortable for Toddlers,Toddler, Little Kids & Big Kids (Platform/Regular)",$27.98 - $32.98,4.5,"Sole material
Rubber
Closure type
Bungee",https://m.media-amazon.com/images/I/61lpuFxwj+L._AC_SY395_.jpg,https://www.amazon.com/Nautica-Girls-Sneakers-Comfortable-Toddler-Jansi/dp/B0D9KXJK3X/ref=sr_1_66
The Children'S Place Girls Closed Toe Maryjane Flats,$26.36 - $28.60,4.6,"Fabric type
100% faux leather
Origin
Imported
Sole material
Thermoplastic Polyurethane
Outer material
Rubber",https://m.media-amazon.com/images/I/71rMqTn8IPL._AC_SY500_.jpg,https://www.amazon.com/Childrens-Place-girls-Girls-Uniform/dp/B0B4YWM45S/ref=sr_1_67
