Name,Price,Rating,Details,Image,Link
JOCMIC Girls Flare Leggings Kids Bell Bottom Cross High Waisted Dance Yoga Flared Pants,$14.99 - $18.99,4.5,"Fabric type
75% Nylon, 25% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Button",https://m.media-amazon.com/images/I/61aF8JH9EOL._AC_SX342_.jpg,https://www.amazon.com/JOCMIC-Leggings-Bottom-Waisted-Flared/dp/B0CF1RKHYV/ref=sr_1_41
Disney Minnie Mouse Rainbow Floral T-Shirt and Chambray Shorts Outfit Set Infant to Big Kid Sizes (12 Months - 14-16),$8.99,4.6,"Fabric type
Jersey T-Shirt: 60% Cotton / 40% Polyester; Twill Shorts: 100% Cotton
Care instructions
Machine Wash null
Origin
Imported",https://m.media-amazon.com/images/I/81xdQgFnJ8L._AC_SX385_.jpg,https://www.amazon.com/Disney-Minnie-Toddler-T-Shirt-Shorts/dp/B08P5CZRM3/ref=sr_1_42
Girl's Leggings Cross High Waisted Flare Pants Yoga Bootcut Pants Solid Color Full Length Bell Bottoms,$14.99,4.6,"Fabric type
75% Nylon, 25% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61PAfQqVZgL._AC_SY445_.jpg,https://www.amazon.com/Leggings-Waisted-Bootcut-Length-Bottoms/dp/B09NBK763Z/ref=sr_1_43
Girl's V Neck Sleeveless Jumpsuits Spaghetti Straps Harem Long Pants Rompers With Pockets (5-14 Years),$17.99,4.6,"Fabric type
63%Cotton,32%Polyester,5%Spandex
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/61JVsUUyeOL._AC_SY445_.jpg,https://www.amazon.com/Bnycuml-Sleeveless-Jumpsuits-Spaghetti-Rompers/dp/B0CHN293J6/ref=sr_1_44
Haloumoning Girls Summer 2 Piece Outfits Kids Oversized T Shirts and Shorts Clothing Sets 5-14 Years,$13.99 - $14.99,4.5,"Fabric type
61% Polyester, 33% Viscose, 6% Elastane
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/61XeRfMQBBL._AC_SY445_.jpg,https://www.amazon.com/Haloumoning-Summer-Outfits-Oversized-Clothing/dp/B0DQ872RB9/ref=sr_1_45
"The Children's Place Girls' Kindness, Love, Equality Short Sleeve Graphic T-Shirts,multipacks",$25.17 - $26.35,4.7,"Fabric type
60% Cotton, 40% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71CgGyssTcL._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Sleeve-Graphic-T-Shirt/dp/B09Q7Q3KJ1/ref=sr_1_46
Simple Joys by Carter's baby-girls 6-piece Bodysuits (Short and Long Sleeve) and Pants Set,$14.99,4.8,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/81IaG2QamFL._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-6-Piece-Character/dp/B01MSM0SU4/ref=sr_1_47
CNJFJ Kids Summer Sport T-Shirt and Shorts Set Plaid Print Clothing Sets Tracksuit,$14.99,4.5,"Fabric type
Cotton,Spandex
Care instructions
Low Iron,Do Not Bleach",https://m.media-amazon.com/images/I/61iQafNUnvL._AC_SY445_.jpg,https://www.amazon.com/Casual-T-Shirt-Sweatsuit-Outfits-Clothing/dp/B08XN81GSM/ref=sr_1_48
"Simple Joys by Carter's Babies, Toddlers, and Girls' Bike Shorts, Pack of 3",$14.00 - $16.00,4.7,"Fabric type
93% Cotton, 7% Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Elastic",https://m.media-amazon.com/images/I/81Zarmw4XAL._AC_SX342_.jpg,https://www.amazon.com/Simple-Joys-Carters-Toddler-3-Pack/dp/B073WMFKR6/ref=sr_1_49
"Bluey Girls' 4-Piece Snug-fit Cotton Pajama Set, Soft & Cute for Kids",$19.88 - $20.52,4.7,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/71cqGkOcQHL._AC_SX385_.jpg,https://www.amazon.com/Bluey-Girls-Cotton-Sleepwear-Pajama/dp/B09XWB9CG8/ref=sr_1_50
Mioglrie Baby Girl Clothes Newborn Dress Summer Toddler Girls' Clothing Casual Sundress with Cute Bag Infant Outfits,$13.48,4.4,"Fabric type
Cotton blend
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71UQg9obFlL._AC_SX342_.jpg,https://www.amazon.com/Clothes-Outfits-Toddler-Strawberry-Sundress/dp/B0DQ7ZRBT6/ref=sr_1_51
WELAKEN Unicorn Sweatshirts for Girls Toddler & Kids II Little Girl's Pullover Tops Sweaters & Hoodies,$9.99,4.7,"Fabric type
100% Cotton
Care instructions
Machine Wash
Closure type
Pull On
Neck style
Hooded Neck",https://m.media-amazon.com/images/I/715V+XSz1GL._AC_SX385_.jpg,https://www.amazon.com/Rainbow-Sweatshirts-Unicorn-Toddler-Pullover/dp/B091MZV5KP/ref=sr_1_52
Simple Joys by Carter's girls 4-piece Playwear Set,$20.83 - $22.87,4.8,"Fabric type
Heather: 60% Cotton, 40% Polyester; Others: 100% Cotton
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/810I+slekaL._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-Toddler-Playwear/dp/B083XL5HHR/ref=sr_1_53
Simple Joys by Carter's Baby Girls' 3-Pack Cotton Sleeper Gown,$16.50,4.8,"Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/81KNQrtQb1L._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-3-Pack-Sleeper/dp/B073WMK3MC/ref=sr_1_54
Kids Clothes Girls Summer 2025 Cute Outfits 2 Piece Tie Knot Crop Tops Wide Leg Long Pants Sets Suit,$15.00,4.4,"Fabric type
63%Polyester35%Rayon2%Spandex
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/61BipXZYk0L._AC_SY445_.jpg,https://www.amazon.com/Handfrog-Clothing-Piece-Outfits-Sweatsuits/dp/B0CQL2C2X2/ref=sr_1_55
Simple Joys by Carter's baby-girls 3-piece Playwear Set,$21.02,4.8,"Fabric type
Tops: 100% Cotton; Leggings: 95% Cotton, 5% Elastane
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/91XM0VPFIgL._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-Playwear-Chambray/dp/B07ZPQ1QZ6/ref=sr_1_56
Arshiner Girls 2 Piece Outfit Summer Drop Shoulder Batwing Sleeve Tops and Paperbag Waist Shorts Set Cute Clothing Size 6-14,$15.99 - $19.99,4.6,"Fabric type
60% Polyester, 35% Cotton, 5% Spandex
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/71oA3ehiz5L._AC_SX342_.jpg,https://www.amazon.com/Arshiner-Clothing-Striped-Waistband-Clothes/dp/B0CNTGN31V/ref=sr_1_57
Fruit of the Loom Girls' Undershirts (Camis & Tanks),$10.01 - $27.16,4.5,"Fabric type
80% Polyester, 20% Cotton
Care instructions
Hand Wash Only
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/713VUhdZXCL._AC_SY445_.jpg,https://www.amazon.com/Fruit-Loom-Girls-Undershirts-Toddler/dp/B082TFLN3K/ref=sr_1_58
"Simple Joys by Carter's Girls' Short-Sleeve Shirts and Tops, Pack of 3",$17.09,4.7,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81Nj9QZfskL._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-Toddler-Graphic/dp/B076XKBQKV/ref=sr_1_59
Disney Girls' Fantasy Gown Nightgown,$16.99,4.8,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/51Dd-YSjqRL._AC_SX342_.jpg,https://www.amazon.com/Disney-Toddler-Princess-Fantasy-Nightgown/dp/B08KTVML5W/ref=sr_1_60
The Children's Place Girls Roll Cuff Denim Shortie,$13.27 - $16.05,4.6,"Fabric type
72% Cotton, 28% Polyester
Care instructions
Machine Wash
Origin
Imported
Closure type
Button",https://m.media-amazon.com/images/I/91l9+yQJQLL._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Girls-Shortie-Holly/dp/B0BMDT1PBH/ref=sr_1_53
Disney Lilo & Stitch Girls French Terry Crossover Hoodie Toddler to Big Kid,$14.27,4.5,"Fabric type
100% Polyester
Care instructions
Machine Wash null
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/61wxqIc+mpL._AC_SX385_.jpg,https://www.amazon.com/Disney-Stitch-Crossover-Pullover-Hoodie/dp/B08FBMYGHJ/ref=sr_1_54
Simple Joys by Carter's Baby Girls' 3-Pack Cotton Sleeper Gown,$16.50,4.8,"Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/81KNQrtQb1L._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-3-Pack-Sleeper/dp/B073WMK3MC/ref=sr_1_55
Simple Joys by Carter's Girls' 4-Pack Tumbling Shorts,$16.00 - $16.18,4.8,"Fabric type
93% Cotton, 7% Elastane
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/710Tx5howiL._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-Toddler-Tumbling/dp/B08QW6YCGF/ref=sr_1_56
The Children's Place Girls' Casual Sleeveless Tiered Dresses,$28.99,4.8,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81OGbIM4P2L._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Sleeveless-Dresses-Seagrove/dp/B0DS6FTMML/ref=sr_1_57
Toddler Girl Clothes - Butterfly Graphic Flounce Short Sleeve & Paper Bag Waist Belted Pants - Kid T-Shirt Set,$14.99,4.8,"Fabric type
Short Sleeve：95% polyester 5% elastane Pants：100% polyester
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/41BsnhGoy3L._AC_SX385_.jpg,https://www.amazon.com/Nivne-Tco-Toddler-Girl-Clothes/dp/B0DRVLKLSW/ref=sr_1_58
"SANGTREE Girls & Womens Drawstring Cargo Jogger Pants,3 Years - Women 3XL",$16.99 - $25.59,4.4,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Drawstring",https://m.media-amazon.com/images/I/51oZb6ObciL._AC_SY445_.jpg,https://www.amazon.com/SANGTREE-Elastic-Drawstring-Tapered-Pockets/dp/B07Z1M6CJT/ref=sr_1_53
Little Toddler Girl Sporty Dress Summer Clothes Ruffle Sleeveless Kids Dresses Sport Causal Beach Sundress Girl Outfits,$29.99,4.6,"Fabric type
Cotton Blend
Neck style
Crew Neck
Sleeve type
Sleeveless
Fit type
Regular",https://m.media-amazon.com/images/I/81iMkejs68L._AC_SX342_.jpg,https://www.amazon.com/Clothes-Sleeveless-Shoulder-Playwear-Sundress/dp/B0DQSTPQCN/ref=sr_1_54
Disney Girls' Fantasy Gown Nightgown,$16.99,4.8,"Fabric type
100% Polyester
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/51Dd-YSjqRL._AC_SX342_.jpg,https://www.amazon.com/Disney-Toddler-Princess-Fantasy-Nightgown/dp/B08KTVML5W/ref=sr_1_55
Kaipiclos Newborn Infant Girl Clothes Rib Knit Romper Daisy Print Pants Headband Baby Clothes for Girls 0 3 6 12 18 24 Months,$14.90 - $16.68,4.5,"Fabric type
65% cotton,35% polyester baby girl clothes
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/61r5vGfPE1L._AC_SX385_.jpg,https://www.amazon.com/Kaipiclos-Newborn-Infant-Clothes-Headband/dp/B0CP3NQCN3/ref=sr_1_56
"Fruit of the Loom Girls' Cotton Brief Underwear, Multipack",$12.74,4.7,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/81q3jO-AOAS._AC_SY445_.jpg,https://www.amazon.com/Fruit-Loom-Girls-Cotton-Underwear/dp/B07PKX6PHF/ref=sr_1_61
"The Children's Place Girls' Butterfly Short Sleeve Graphic T-Shirts, Multipack",$13.77 - $20.37,4.7,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71XAzHjvVML._AC_SX342_.jpg,https://www.amazon.com/Childrens-Place-Graphic-Butterfly-XX-Large/dp/B09KF8P1F5/ref=sr_1_62
LUKYCILD Baby Girls Summer Clothes Casual Clothing Suit Short Sleeve Striped T-Shirt +Pants,$14.99,4.6,"Fabric type
Cotton blend
Care instructions
Hand Wash Only
Origin
Made in the USA or Imported",https://m.media-amazon.com/images/I/61AS3ppgPML._AC_SX342_.jpg,https://www.amazon.com/Baby-World-Clothing-Striped-T-Shirt/dp/B01DKIM7J0/ref=sr_1_63
Haloumoning Girls Summer Outfits Casual Lounge Set Cap Sleeve T Shirt and Elastic Waist Shorts 2 Piece Clothing Sets,$13.99 - $14.99,4.5,"Fabric type
95%Cotton, 5%Elastane
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/61155i7xGGL._AC_SY445_.jpg,https://www.amazon.com/Haloumoning-Outfits-Elastic-Clothing-Apricot/dp/B0DNT32M2H/ref=sr_1_64
Kid Toddler Girl Clothes Summer Ruffle Sleeve Figure Graphic Tee Shirt + Shorts Summer Outfits Set,$13.98,4.7,"Fabric type
Cotton
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/718xrO2hL-L._AC_SY445_.jpg,https://www.amazon.com/Axumity-Toddler-Clothes-Sleeves-Sunflower/dp/B0BR7WGFVL/ref=sr_1_65
3-8T Toddler Kid Girl Outfits Clothes Ruffle Short Sleeve Floral T-Shirt Top Summer Shorts with Belt,$8.97 - $12.97,4.6,"Fabric type
COTTON
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/71hepuqwCXL._AC_SX342_.jpg,https://www.amazon.com/Vitalique-Toddler-Outfits-Clothes-Clothing/dp/B0D2B9X1M3/ref=sr_1_66
Kid Girl Clothes Outfits Figure Letter Graphic Tee Top + Flap Pocket Pants 2PC Spring Summer Clothing Set,$9.49 - $14.99,4.6,"Fabric type
Cotton
Care instructions
Machine Wash
Origin
Imported",https://m.media-amazon.com/images/I/61DJnAP4KFL._AC_SY445_.jpg,https://www.amazon.com/Ayzozuy-Clothes-Outfits-Butterfly-Clothing/dp/B0DQ1RXBXR/ref=sr_1_67
DISAUR Girls Summer Clothes 2 Piece Tie Dye Clothes for Girls T-Shirt and Shorts Set with Side Pockets 4-10 Years,$10.78 - $11.03,4.7,"Fabric type
Cotton Blend
Care instructions
Machine Wash or Hand Wash
Origin
Imported",https://m.media-amazon.com/images/I/616nYHFL-uL._AC_SX385_.jpg,https://www.amazon.com/DISAUR-Outfits-Clothing-5-6years-Everyday/dp/B0DSBVDX4S/ref=sr_1_68
Simple Joys by Carter's Baby Girls' 4-Pack Pants,$24.50,4.8,"Fabric type
Pink: 60% cotton, 40% polyester; Black, Gray, Floral: 100% cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/91-ojyHW82L._AC_SY445_.jpg,https://www.amazon.com/Simple-Joys-Carters-4-Pack-Months/dp/B01M5JGQ67/ref=sr_1_69
Simple Joys by Carter's Girls' 3-Pack Graphic Long-Sleeve Tees,$17.99,4.8,"Fabric type
100% Cotton
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/81EnF8UgXxL._AC_SX342_.jpg,https://www.amazon.com/Simple-Joys-Carters-Toddler-Long-Sleeve/dp/B0797LNNN1/ref=sr_1_70
Gymboree Girls' and Toddler Ruffle Pull on Shorts,$14.98,4.9,"Fabric type
98% Cotton, 2% Spandex
Care instructions
Machine Wash
Origin
Imported
Closure type
Pull On",https://m.media-amazon.com/images/I/71NLsIrdSYL._AC_SX342_.jpg,https://www.amazon.com/Gymboree-Toddler-Ruffle-Shorts-Classic/dp/B0CQTQWFRC/ref=sr_1_71
MISS POPULAR Girls 4-Pack Super Soft Short Sleeve T-Shirts Rainbow Butterfly Glitter Print Cute Design| Sizes 7-16,$16.16,4.4,"Fabric type
100% Polyester
Care instructions
Machine Wash
Closure type
Pull On
Neck style
Crew Neck",https://m.media-amazon.com/images/I/71pbKDUb4IL._AC_SX342_.jpg,https://www.amazon.com/MISS-POPULAR-T-Shirts-Rainbow-Butterfly/dp/B09ZVQB2N9/ref=sr_1_72
